PeakID (cmd=annotatePeaks.pl ./homer_results/mouse_specific_peaks_conservative/peaks_homer.bed hg38)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
chr19:40698083-40698900:184	chr10	95798501	95798501	+	-1	NA	intron (NR_038444, intron 4 of 5)	intron (NR_038444, intron 4 of 5)	42338	NM_001776	953		NM_001776	ENSG00000138185	ENTPD1	ATP-DPH|ATPDase|CD39|NTPDase-1|SPG64	ectonucleoside triphosphate diphosphohydrolase 1	protein-coding
chr8:34904093-34904446:181	chr8	9640982	9640982	+	-1	NA	intron (NM_003747, intron 3 of 26)	MER90a|LTR|ERV1	85070	NM_003747	8658		NM_003747	ENSG00000173273	TNKS	ARTD5|PARP-5a|PARP5A|PARPL|TIN1|TINF1|TNKS1|pART5	tankyrase	protein-coding
chr12:79759311-79759983:466	chr14	68401987	68401987	+	-1	NA	intron (NM_133509, intron 8 of 10)	intron (NM_133509, intron 8 of 10)	226800	NR_135816	100996664		NR_135816		LOC100996664	-	uncharacterized LOC100996664	ncRNA
chr12:69516512-69516877:203	chr14	50040613	50040613	+	-1	NA	intron (NR_131171, intron 4 of 8)	intron (NR_131171, intron 4 of 8)	-33093	NR_126498	283551		NM_001012706	ENSG00000214900	LINC01588	C14orf182	long intergenic non-protein coding RNA 1588	ncRNA
chr4:119125941-119126269:143	chr1	42936830	42936830	+	-1	NA	intron (NM_006516, intron 2 of 9)	intron (NM_006516, intron 2 of 9)	22038	NM_006516	6513		NM_006516	ENSG00000117394	SLC2A1	CSE|DYT17|DYT18|DYT9|EIG12|GLUT|GLUT-1|GLUT1|GLUT1DS|HTLVR|PED|SDCHCN	solute carrier family 2 member 1	protein-coding
chr14:60587114-60587450:158	chr13	24106563	24106563	+	-1	NA	intron (NM_001286792, intron 3 of 14)	intron (NM_001286792, intron 3 of 14)	-54157	NM_153023	221178		NM_153023	ENSG00000182957	SPATA13	ARHGEF29|ASEF2	spermatogenesis associated 13	protein-coding
chr9:60998945-60999719:416	chr15	70509329	70509329	+	-1	NA	Intergenic	Intergenic	-3401	NR_146562	105370880		NR_146562	ENSG00000259473	LINC02205	-	long intergenic non-protein coding RNA 2205	ncRNA
chr2:26490606-26491457:318	chr9	136530352	136530352	+	-1	NA	intron (NM_017617, intron 2 of 33)	intron (NM_017617, intron 2 of 33)	-10726	NR_039820	100616242		NR_039820	ENSG00000263403	MIR4673	-	microRNA 4673	ncRNA
chr10:39646342-39647040:405	chr6	111566623	111566623	+	-1	NA	intron (NM_147686, intron 6 of 8)	intron (NM_147686, intron 6 of 8)	656	NM_001164283	10758		NM_147200	ENSG00000056972	TRAF3IP2	ACT1|C6orf2|C6orf4|C6orf5|C6orf6|CANDF8|CIKS|PSORS13	TRAF3 interacting protein 2	protein-coding
chr4:105312852-105313843:408	chr1	56412009	56412009	+	-1	NA	Intergenic	Intergenic	-2954	NR_147163	105378744		NR_147163	ENSG00000223956	LINC01767	CRLM1	long intergenic non-protein coding RNA 1767	ncRNA
chr14:76681528-76682330:263	chr13	44249579	44249579	+	-1	NA	Intergenic	Intergenic	-53379	NR_107046	102465876		NR_107046	ENSG00000276319	MIR8079	hsa-mir-8079	microRNA 8079	ncRNA
chr1:181345386-181346162:368	chr1	224611820	224611820	+	-1	NA	intron (NR_136294, intron 4 of 8)	intron (NR_136294, intron 4 of 8)	-4497	NM_001322305	149111		NM_152495	ENSG00000143786	CNIH3	CNIH-3	cornichon family AMPA receptor auxiliary protein 3	protein-coding
chr9:95192383-95193103:126	chr3	143304856	143304856	+	-1	NA	intron (NM_173653, intron 14 of 15)	intron (NM_173653, intron 14 of 15)	-37390	NR_048544	100885796		NR_048544	ENSG00000240012	SLC9A9-AS1	-	SLC9A9 antisense RNA 1	ncRNA
chr7:118850626-118850977:178	chr16	19711587	19711587	+	-1	NA	intron (NM_001348529, intron 3 of 5)	intron (NM_001348529, intron 3 of 5)	-4869	NM_001305122	124152		NM_153208	ENSG00000174628	IQCK	-	IQ motif containing K	protein-coding
chr3:107722885-107723633:293	chr1	109951288	109951288	+	-1	NA	Intergenic	L1M5|LINE|L1	-33477	NM_001242673	10768		NM_006621	ENSG00000168710	AHCYL1	DCAL|IRBIT|PPP1R78|PRO0233|XPVKONA	adenosylhomocysteinase like 1	protein-coding
chr17:24344714-24345085:159	chr16	2362480	2362480	+	-1	NA	intron (NR_003574, intron 2 of 16)	L2a|LINE|L2	21558	NR_003574	650655		NR_003574	ENSG00000293423	ABCA17P	ABCA17	ATP binding cassette subfamily A member 17, pseudogene	pseudo
chrX:20160349-20160985:133	chrX	46649634	46649634	+	-1	NA	intron (NM_001257291, intron 10 of 16)	intron (NM_001257291, intron 10 of 16)	75869	NM_019886	56548		NM_019886	ENSG00000147119	CHST7	C6ST-2|GST-5	carbohydrate sulfotransferase 7	protein-coding
chr16:57581843-57582415:406	chr3	99836852	99836852	+	-1	NA	intron (NM_182909, intron 5 of 5)	intron (NM_182909, intron 5 of 5)	-12987	NR_110821	101929357		NR_110821		HP09053	-	uncharacterized LOC101929357	ncRNA
chr13:112753345-112754137:430	chr5	55599632	55599632	+	-1	NA	Intergenic	Intergenic	-64554	NM_176895	8611		NM_003711	ENSG00000067113	PLPP1	LLP1a|LPP1|PAP-2a|PAP2|PPAP2A	phospholipid phosphatase 1	protein-coding
chr9:62421056-62421585:231	chr15	68725967	68725967	+	-1	NA	exon (NM_001324015, exon 12 of 12)	exon (NM_001324015, exon 12 of 12)	75958	NR_036197	100422971		NR_036197	ENSG00000265195	MIR4312	-	microRNA 4312	ncRNA
chr2:75772380-75772958:72	chr2	177322576	177322576	+	-1	NA	intron (NR_026966, intron 6 of 8)	MER115|DNA|hAT-Tip100	-8694	NR_106767	102465255		NR_106767	ENSG00000278418	MIR6512	hsa-mir-6512|mir-6512	microRNA 6512	ncRNA
chr10:3810855-3811474:247	chr6	150659533	150659533	+	-1	NA	intron (NM_001329805, intron 2 of 16)	intron (NM_001329805, intron 2 of 16)	-24114	NM_001329800	57480		NM_001029884	ENSG00000120278	PLEKHG1	ARHGEF41	pleckstrin homology and RhoGEF domain containing G1	protein-coding
chr16:33580686-33581196:427	chr3	125144321	125144321	+	-1	NA	intron (NM_024628, intron 5 of 13)	MIR|SINE|MIR	7231	NR_049815	100847039		NR_049815	ENSG00000264986	MIR5092	-	microRNA 5092	ncRNA
chr8:108827434-108827876:177	chr16	72924054	72924054	+	-1	NA	intron (NM_006885, intron 3 of 9)	intron (NM_006885, intron 3 of 9)	124074	NM_006885	463		NM_006885	ENSG00000140836	ZFHX3	ATBF1|ATBT|ATFB8|C16orf47|SCA4|ZFH-3|ZNF927	zinc finger homeobox 3	protein-coding
chr13:41466183-41466980:627	chr6	11357415	11357415	+	-1	NA	intron (NR_073131, intron 1 of 9)	intron (NR_073131, intron 1 of 9)	24933	NM_001142393	4739		NM_006403	ENSG00000111859	NEDD9	CAS-L|CAS2|CASL|CASS2|HEF1	neural precursor cell expressed, developmentally down-regulated 9	protein-coding
chr5:77464814-77465179:237	chr4	57169143	57169143	+	-1	NA	intron (NR_034081, intron 1 of 4)	MamGypLTR3a|LTR|Gypsy	-58758	NM_001553	3490		NM_001553	ENSG00000163453	IGFBP7	AGM|FSTL2|IBP-7|IGFBP-7|IGFBP-7v|IGFBPRP1|MAC25|PSF|RAMSVPS|TAF	insulin like growth factor binding protein 7	protein-coding
chr18:44601609-44601997:193	chr5	113234712	113234712	+	-1	NA	intron (NM_001085377, intron 3 of 18)	intron (NM_001085377, intron 3 of 18)	60226	NM_002387	4163		NM_002387	ENSG00000171444	MCC	MCC1	MCC regulator of WNT signaling pathway	protein-coding
chr11:22853794-22854111:181	chr2	62202253	62202253	+	-1	NA	intron (NM_006577, intron 1 of 1)	L2c|LINE|L2	-3573	NR_049824	100847087		NR_049824	ENSG00000266097	MIR5192	-	microRNA 5192	ncRNA
chr2:144085930-144086662:539	chr20	17750579	17750579	+	-1	NA	Intergenic	Intergenic	50613	NM_178477	140836		NM_178477	ENSG00000125888	BANF2	BAF-L|BAF2|BAFL|C20orf179	BANF family member 2	protein-coding
chrX:6435259-6435576:162	chrX	50779684	50779684	+	-1	NA	intron (NR_027121, intron 1 of 9)	intron (NR_027121, intron 1 of 9)	34360	NR_027121	57477		NM_020717	ENSG00000158352	SHROOM4	MRXSSDS|SHAP|shrm4	shroom family member 4	protein-coding
chr7:19473855-19474440:488	chr19	45234370	45234370	+	-1	NA	exon (NM_001382422, exon 3 of 12)	exon (NM_001382422, exon 3 of 12)	11037	NM_001382422	90332		NM_138568	ENSG00000283632	EXOC3L2	XTP7	exocyst complex component 3 like 2	protein-coding
chr9:119093340-119093836:259	chr3	38029772	38029772	+	-1	NA	promoter-TSS (NM_006225)	promoter-TSS (NM_006225)	-130	NM_006225	5333		NM_006225	ENSG00000187091	PLCD1	NDNC3|PLC-III	phospholipase C delta 1	protein-coding
chr6:100162980-100164052:950	chr3	72281688	72281688	+	-1	NA	Intergenic	L2b|LINE|L2	130431	NR_038221	201617		NR_038221	ENSG00000243083	LINC00870	-	long intergenic non-protein coding RNA 870	ncRNA
chr13:51970084-51970429:190	chr9	89739710	89739710	+	-1	NA	Intergenic	Intergenic	99927	NR_024280	100129066		NR_024280	ENSG00000237372	LINC03062	-	long intergenic non-protein coding RNA 3062	ncRNA
chr15:98482670-98483276:179	chr12	48570208	48570208	+	-1	NA	promoter-TSS (NM_002289)	promoter-TSS (NM_002289)	-162	NM_002289	3906		NM_002289	ENSG00000167531	LALBA	HAMLET|LYZG	lactalbumin alpha	protein-coding
chr16:45757435-45757960:169	chr3	111967237	111967237	+	-1	NA	intron (NM_145753, intron 13 of 16)	intron (NM_145753, intron 13 of 16)	-11789	NR_073570	55347		NM_018394	ENSG00000144827	ABHD10	-	abhydrolase domain containing 10, depalmitoylase	protein-coding
chr5:64811596-64812957:1125	chr4	38674376	38674376	+	-1	NA	intron (NM_016531, intron 1 of 5)	intron (NM_016531, intron 1 of 5)	-9748	NR_026804	79667		NM_024614		KLF3-AS1	-	KLF3 antisense RNA 1	ncRNA
chr17:83983076-83983578:167	chr2	42959720	42959720	+	-1	NA	Intergenic	Intergenic	79823	NR_110585	102723854		NR_110585	ENSG00000231826	LINC01819	KPRT4|LINC02590	long intergenic non-protein coding RNA 1819	ncRNA
chr11:67515131-67515952:368	chr17	10128168	10128168	+	-1	NA	intron (NM_201433, intron 1 of 13)	intron (NM_201433, intron 1 of 13)	70438	NM_201433	8522		NM_003644	ENSG00000007237	GAS7	-	growth arrest specific 7	protein-coding
chr3:148248608-148248941:200	chr1	82586672	82586672	+	-1	NA	Intergenic	MLT1F|LTR|ERVL-MaLR	-316511	NR_147074	103283057		NR_147074	ENSG00000230817	LINC01362	-	long intergenic non-protein coding RNA 1362	ncRNA
chr14:74913311-74914164:271	chr13	46591355	46591355	+	-1	NA	intron (NM_015116, intron 1 of 18)	intron (NM_015116, intron 1 of 18)	38185	NM_001164211	23143		NM_015116	ENSG00000136141	LRCH1	CHDC1|NP81	leucine rich repeats and calponin homology domain containing 1	protein-coding
chr3:54797214-54797500:145	chr13	36848816	36848816	+	-1	NA	exon (NM_001378621, exon 6 of 6)	exon (NM_001378621, exon 6 of 6)	29594	NM_000538	5994		NM_000538	ENSG00000133111	RFXAP	-	regulatory factor X associated protein	protein-coding
chr7:135605116-135605765:427	chr10	127986949	127986949	+	-1	NA	promoter-TSS (NM_001316677)	promoter-TSS (NM_001316677)	-331	NM_001316677	5791		NM_006504	ENSG00000132334	PTPRE	HPTPE|PTPE|R-PTP-EPSILON	protein tyrosine phosphatase receptor type E	protein-coding
chr5:67822027-67822470:239	chr4	42632828	42632828	+	-1	NA	intron (NM_001105529, intron 1 of 35)	MIR3|SINE|MIR	24277	NM_001105529	10396		NM_006095	ENSG00000124406	ATP8A1	ATPASEII|ATPIA|ATPP2	ATPase phospholipid transporting 8A1	protein-coding
chr7:99384279-99384702:234	chr11	75522800	75522800	+	-1	NA	intron (NM_030792, intron 1 of 16)	intron (NM_030792, intron 1 of 16)	2773	NM_001351168	81544		NM_030792	ENSG00000158555	GDPD5	GDE2|PP1665	glycerophosphodiester phosphodiesterase domain containing 5	protein-coding
chr1:191470631-191471047:167	chr1	212206043	212206043	+	-1	NA	Intergenic	Intergenic	28693	NR_125983	101929541		NR_125982	ENSG00000226251	LINC02608	-	long intergenic non-protein coding RNA 2608	ncRNA
chr2:28534327-28535109:320	chr9	133119628	133119628	+	-1	NA	intron (NM_001042368, intron 1 of 17)	intron (NM_001042368, intron 1 of 17)	1612	NM_001271776	5900		NM_006266	ENSG00000160271	RALGDS	RGDS|RGF|RalGEF	ral guanine nucleotide dissociation stimulator	protein-coding
chr1:184748538-184749200:307	chr1	220843841	220843841	+	-1	NA	intron (NR_046901, intron 1 of 2)	intron (NR_046901, intron 1 of 2)	14586	NR_110797	101929730		NR_110797	ENSG00000238078	LINC01352	-	long intergenic non-protein coding RNA 1352	ncRNA
chr6:84630262-84630918:564	chr2	72193744	72193744	+	-1	NA	intron (NR_135773, intron 19 of 21)	intron (NR_135773, intron 19 of 21)	-45882	NM_019885	56603		NM_019885	ENSG00000003137	CYP26B1	CYP26A2|P450RAI-2|P450RAI2|RHFCA	cytochrome P450 family 26 subfamily B member 1	protein-coding
chr1:89566607-89566852:130	chr2	235655635	235655635	+	-1	NA	intron (NM_001037131, intron 1 of 17)	intron (NM_001037131, intron 1 of 17)	-137714	NR_146582	27321		NR_146582		TNRC17	CAGL234	trinucleotide repeat containing 17	ncRNA
chr5:123381837-123382347:216	chr12	122068149	122068149	+	-1	NA	non-coding (NR_135044, exon 3 of 4)	non-coding (NR_135044, exon 3 of 4)	4859	NR_135044	100506691		NR_135044	ENSG00000256546	LINC02985	-	long intergenic non-protein coding RNA 2985	ncRNA
chr15:80014567-80015251:111	chr22	39244637	39244637	+	-1	NA	5' UTR (NM_002608, exon 1 of 7)	5' UTR (NM_002608, exon 1 of 7)	345	NM_002608	5155		NM_002608	ENSG00000100311	PDGFB	IBGC5|PDGF-2|PDGF2|SIS|SSV|c-sis	platelet derived growth factor subunit B	protein-coding
chr8:77276778-77277313:302	chr4	148047141	148047141	+	-1	NA	intron (NM_024605, intron 20 of 22)	intron (NM_024605, intron 20 of 22)	264546	NR_039962	100616246		NR_039962	ENSG00000264274	MIR4799	-	microRNA 4799	ncRNA
chr6:92920908-92921614:585	chr3	64665704	64665704	+	-1	NA	intron (NM_182920, intron 3 of 39)	intron (NM_182920, intron 3 of 39)	-19166	NR_038264	100507098		NR_038264	ENSG00000241684	ADAMTS9-AS2	-	ADAMTS9 antisense RNA 2	ncRNA
chr19:3905138-3905826:315	chr11	68040667	68040667	+	-1	NA	intron (NM_001351059, intron 1 of 18)	intron (NM_001351059, intron 1 of 18)	1642	NM_001351059	10312		NM_006019	ENSG00000110719	TCIRG1	ATP6N1C|ATP6V0A3|Atp6i|OC-116kDa|OC116|OPTB1|Stv1|TIRC7|Vph1|a3	T cell immune regulator 1, ATPase H+ transporting V0 subunit a3	protein-coding
chr3:40120552-40120800:130	chr4	127046060	127046060	+	-1	NA	Intergenic	Intergenic	-586897	NM_015693	27152		NM_015693	ENSG00000164066	INTU	CPLANE4|INT|OFD17|PDZD6|PDZK6|SRTD20	inturned planar cell polarity protein	protein-coding
chr6:145441794-145442034:116	chr12	25579919	25579919	+	-1	NA	intron (NM_001352234, intron 1 of 8)	L2c|LINE|L2	-26636	NM_001145729	160492		NM_152590	ENSG00000152936	LMNTD1	IFLTD1|LMNARS1|PAS1C1	lamin tail domain containing 1	protein-coding
chr11:35120848-35121562:146	chr5	169301242	169301242	+	-1	NA	promoter-TSS (NM_001271946)	promoter-TSS (NM_001271946)	-103	NM_001271946	6586		NM_003062	ENSG00000184347	SLIT3	MEGF5|SLIL2|SLIT1|Slit-3|slit2	slit guidance ligand 3	protein-coding
chr17:83985308-83985805:415	chr2	42961882	42961882	+	-1	NA	Intergenic	Intergenic	77661	NR_110585	102723854		NR_110585	ENSG00000231826	LINC01819	KPRT4|LINC02590	long intergenic non-protein coding RNA 1819	ncRNA
chr12:79895879-79896453:256	chr14	68553430	68553430	+	-1	NA	intron (NM_001321818, intron 10 of 10)	intron (NM_001321818, intron 10 of 10)	75357	NR_135816	100996664		NR_135816		LOC100996664	-	uncharacterized LOC100996664	ncRNA
chr5:44706837-44707699:643	chr4	16802599	16802599	+	-1	NA	intron (NM_001290, intron 1 of 7)	intron (NM_001290, intron 1 of 7)	96046	NR_130734	9079		NM_001290	ENSG00000169744	LDB2	CLIM1|LDB-2|LDB1	LIM domain binding 2	protein-coding
chr14:19796753-19797380:366	chr14	52020209	52020209	+	-1	NA	intron (NM_007361, intron 12 of 21)	intron (NM_007361, intron 12 of 21)	30663	NM_016039	51637		NM_016039	ENSG00000087302	RTRAF	C14orf166|CGI-99|CGI99|CLE|CLE7|LCRP369|RLLM1|hCLE|hCLE1	RNA transcription, translation and transport factor	protein-coding
chr5:64811596-64812957:703	chr4	38673896	38673896	+	-1	NA	intron (NM_016531, intron 1 of 5)	intron (NM_016531, intron 1 of 5)	-9268	NR_026804	79667		NM_024614		KLF3-AS1	-	KLF3 antisense RNA 1	ncRNA
chr4:117002273-117003111:521	chr1	45004075	45004075	+	-1	NA	exon (NM_024602, exon 18 of 21)	exon (NM_024602, exon 18 of 21)	7249	NM_024602	79654		NM_024602	ENSG00000126107	HECTD3	-	HECT domain E3 ubiquitin protein ligase 3	protein-coding
chrX:73480309-73480673:179	chrX	153492096	153492096	+	-1	NA	intron (NR_169631, intron 1 of 10)	intron (NR_169631, intron 1 of 10)	-2884	NM_001711	633		NM_001711	ENSG00000182492	BGN	DSPG1|MRLS|PG-S1|PGI|SEMDX|SLRR1A	biglycan	protein-coding
chr6:145863056-145863458:192	chr12	26122513	26122513	+	-1	NA	exon (NM_030762, exon 5 of 5)	exon (NM_030762, exon 5 of 5)	2524	NM_030762	79365		NM_030762	ENSG00000123095	BHLHE41	BHLHB3|DEC2|FNSS1|SHARP1|hDEC2	basic helix-loop-helix family member e41	protein-coding
chr2:93203687-93204087:230	chr11	44929689	44929689	+	-1	NA	3' UTR (NM_130783, exon 10 of 10)	3' UTR (NM_130783, exon 10 of 10)	20471	NM_001258320	9537		NM_006034	ENSG00000175274	TP53I11	PIG11	tumor protein p53 inducible protein 11	protein-coding
chr8:71511614-71512128:227	chr19	17377414	17377414	+	-1	NA	promoter-TSS (NM_031310)	promoter-TSS (NM_031310)	-72	NM_031310	83483		NM_031310	ENSG00000130300	PLVAP	DIAR10|FELS|PV-1|PV1|gp68	plasmalemma vesicle associated protein	protein-coding
chr9:61158282-61158913:263	chr15	70329443	70329443	+	-1	NA	Intergenic	Intergenic	176485	NR_146562	105370880		NR_146562	ENSG00000259473	LINC02205	-	long intergenic non-protein coding RNA 2205	ncRNA
chr15:76294268-76295240:519	chr8	144049410	144049410	+	-1	NA	promoter-TSS (NR_158554)	promoter-TSS (NR_158554)	12	NR_158554	392275		NR_158554		SMPD5	MA-nSMase	sphingomyelin phosphodiesterase 5 (pseudogene)	pseudo
chr4:118152068-118152410:213	chr1	43685185	43685185	+	-1	NA	intron (NM_014663, intron 12 of 21)	intron (NM_014663, intron 12 of 21)	22156	NR_033827	100132774		NR_033827		KDM4A-AS1	-	KDM4A antisense RNA 1	ncRNA
chr5:124960227-124961022:134	chr12	124188556	124188556	+	-1	NA	intron (NM_001347902, intron 3 of 4)	intron (NM_001347902, intron 3 of 4)	-100608	NM_181709	144347		NM_181709	ENSG00000178882	RFLNA	CFM2|FAM101A	refilin A	protein-coding
chr10:83059971-83060388:272	chr12	104551363	104551363	+	-1	NA	intron (NM_018413, intron 1 of 2)	intron (NM_018413, intron 1 of 2)	-40270	NR_037487	100500843		NR_037487	ENSG00000264295	MIR3922	-	microRNA 3922	ncRNA
chr2:26583567-26584239:579	chr9	136663243	136663243	+	-1	NA	intron (NR_045110, intron 1 of 9)	intron (NR_045110, intron 1 of 9)	327	NR_045111	51162		NM_016215	ENSG00000172889	EGFL7	NEU1|VE-STATIN|ZNEU1	EGF like domain multiple 7	protein-coding
chr17:26530763-26531074:207	chr5	172795655	172795655	+	-1	NA	Intergenic	Intergenic	-24460	NM_004417	1843		NM_004417	ENSG00000120129	DUSP1	CL100|HVH1|MKP-1|MKP1|PTPN10	dual specificity phosphatase 1	protein-coding
chr1:4491620-4492596:529	chr8	54459581	54459581	+	-1	NA	exon (NM_022454, exon 2 of 2)	exon (NM_022454, exon 2 of 2)	1646	NM_022454	64321		NM_022454	ENSG00000164736	SOX17	VUR3	SRY-box transcription factor 17	protein-coding
chr1:153191291-153191732:196	chr1	183181003	183181003	+	-1	NA	Intergenic	Intergenic	-5261	NM_018891	3918		NM_005562	ENSG00000058085	LAMC2	B2T|BM600|CSF|EBR2|EBR2A|JEB3A|JEB3B|LAMB2T|LAMNB2	laminin subunit gamma 2	protein-coding
chr12:108990225-108990794:395	chr14	100482702	100482702	+	-1	NA	intron (NM_024515, intron 3 of 6)	intron (NM_024515, intron 3 of 6)	65425	NM_001385103	57596		NM_020836	ENSG00000183092	BEGAIN	-	brain enriched guanylate kinase associated	protein-coding
chr2:33316262-33316960:94	chr9	126990436	126990436	+	-1	NA	TTS (NM_001366399)	TTS (NM_001366399)	28211	NM_001366401	9649		NM_014636	ENSG00000136828	RALGPS1	RALGEF2|RALGPS1A	Ral GEF with PH domain and SH3 binding motif 1	protein-coding
chr16:30542827-30543516:267	chr3	194622944	194622944	+	-1	NA	intron (NM_001166305, intron 5 of 10)	intron (NM_001166305, intron 5 of 10)	10475	NM_001166306	93109		NM_138399	ENSG00000145014	TMEM44	-	transmembrane protein 44	protein-coding
chr18:75578349-75578646:158	chr18	48695886	48695886	+	-1	NA	intron (NM_014772, intron 6 of 11)	intron (NM_014772, intron 6 of 11)	25286	NR_039897	100616366		NR_039897	ENSG00000266276	MIR4743	-	microRNA 4743	ncRNA
chr9:69242413-69242911:275	chr15	60635765	60635765	+	-1	NA	intron (NM_134261, intron 2 of 10)	intron (NM_134261, intron 2 of 10)	-8235	NM_002943	6095		NM_002943	ENSG00000069667	RORA	IDDECA|NR1F1|ROR1|ROR2|ROR3|RORa1|RORalpha|RZR-ALPHA|RZRA	RAR related orphan receptor A	protein-coding
chr10:59430564-59431208:450	chr10	72911716	72911716	+	-1	NA	intron (NM_152635, intron 4 of 8)	intron (NM_152635, intron 4 of 8)	17977	NR_130125	170392		NM_152635	ENSG00000138315	OIT3	LZP	oncoprotein induced transcript 3	protein-coding
chr8:25428610-25429412:726	chr8	38565796	38565796	+	-1	NA	Intergenic	MamTip2|DNA|hAT-Tip100	35461	NR_003129	286140		NR_003129		RNF5P1	-	ring finger protein 5 pseudogene 1	pseudo
chr5:105798258-105798863:327	chr1	89907836	89907836	+	-1	NA	intron (NM_001134479, intron 2 of 2)	intron (NM_001134479, intron 2 of 2)	85897	NM_018103	55144		NM_018103	ENSG00000171492	LRRC8D	HsLRRC8D|LRRC5	leucine rich repeat containing 8 VRAC subunit D	protein-coding
chr1:177555476-177556117:499	chr1	244155526	244155526	+	-1	NA	Intergenic	MamRTE1|LINE|RTE-BovB	102321	NM_006352	10472		NM_006352	ENSG00000179456	ZBTB18	C1DELq42q44|C1DELq43q44|C2H2-171|DEL1Q42Q44|DEL1Q43Q44|MRD22|RP58|TAZ-1|ZNF238	zinc finger and BTB domain containing 18	protein-coding
chr2:72475814-72476820:114	chr2	173354586	173354586	+	-1	NA	promoter-TSS (NM_145810)	promoter-TSS (NM_145810)	-286	NM_145810	83879		NM_031942	ENSG00000144354	CDCA7	ICF3|JPO1	cell division cycle associated 7	protein-coding
chr2:156863804-156864288:212	chr20	36606933	36606933	+	-1	NA	intron (NM_199483, intron 1 of 2)	intron (NM_199483, intron 1 of 2)	1154	NM_001374178	55969		NM_018840	ENSG00000101084	RAB5IF	C20orf24|CFSMR2|OPTI|PNAS-11|RCAF1|RIP5	RAB5 interacting factor	protein-coding
chr10:59425349-59425757:237	chr10	72930427	72930427	+	-1	NA	intron (NM_152635, intron 7 of 8)	intron (NM_152635, intron 7 of 8)	24379	NM_001318125	84647		NM_032562	ENSG00000138308	PLA2G12B	FKSG71|GXIIB|GXIIIsPLA2|PLA2G13|sPLA2-GXIIB	phospholipase A2 group XIIB	protein-coding
chr14:40924405-40925139:560	chr10	80497388	80497388	+	-1	NA	intron (NM_001128309, intron 2 of 5)	MER58A|DNA|hAT-Charlie	29147	NM_001351271	81619		NM_030927	ENSG00000108219	TSPAN14	DC-TM4F2|TM4SF14|tspan-14	tetraspanin 14	protein-coding
